  7403.9900  13502.5118    1.883   29849  4    16346  4    47.7   I      
  7402.2521  13505.6820   22.077   24032  4    10526  3    46.8   I      
  7401.8592  13506.3989     .746   33721  2    20214  3    48.9   I      
  7399.7242  13510.2958     .701   35525 11\2  22014 11\2 131.8   II ?  
  7396.0118  13517.0771     .656   33637  7\2  20120  5\2  60.7   II     
  7393.4377  13521.7833   20.035   13248  9\2  26770 11\2  48.1   II     
  7388.0876  13531.5750    1.190                          117.6        
  7387.1771  13533.2428     .934   27191  5    40724  5   147.2   I  ?  
  7386.9236  13533.7073    1.151   30758  2    17224  2    41.7   I      
  7386.3445  13534.7684    2.494   27566  2    14032  2    48.1   I      
  7385.5006  13536.3149  106.127    3687  2    17224  2    46.6   I      
  7384.1751  13538.7447   12.563    8800  4    22338  3    50.0   I      
  7383.7115  13539.5948   12.043   34407  6    20867  7    47.3   I      
  7377.8873  13550.2830    1.138   27495  4    13945  3    54.6   I      
  7376.8772  13552.1384   20.816   28034  5    14481  6    46.9   I      
  7372.1047  13560.9117    1.051   36576  4    23015  5    58.0   I      
  7370.8255  13563.2651    2.067   13088  3    26651  2    48.8   I      
  7365.4261  13573.2080    1.302   31626  5    18053  4    51.7   I      
  7362.1942  13579.1664    1.217   33527  4    19948  4    51.5   I      
  7361.3472  13580.7288    3.110   13297  4    26878  3    47.6   I      
  7358.3449  13586.2699    1.442   26488  5\2  12902  3\2  44.2   II     
  7353.0168  13596.1146    1.838   22834  7\2   9238  9\2  53.2   II     
  7348.6472  13604.1990     .802                          155.7        
  7347.0430  13607.1694    1.199   30879  7\2  17272  9\2  57.5   II     
  7346.3427  13608.4664    1.369   10855  7\2  24463  5\2  42.7   II     
  7342.5769  13615.4459    7.239   31626  5    18011  5    48.5   I      
  7342.2995  13615.9603    2.211   24399  3    10783  2    49.6   I      
  7342.0313  13616.4576    1.037   33564  3    19948  4    40.2   I      
  7341.7598  13616.9612     .829   33831  4    20214  3    86.4   I  ?  
  7341.5606  13617.3306     .587   33603  6    19986  6    40.3   I      
  7341.1515  13618.0895   31.954   24032  4    10414  4    47.9   I      
  7339.6035  13620.9616    3.381   26796  3    13175  4    53.5   I      
  7339.4098  13621.3211    1.009   32551  3    18930  3    51.0   I      
  7337.7812  13624.3443    1.298    9061  5\2  22685  7\2  54.7   II     
  7335.5771  13628.4379    1.958   18118  3\2   4490  5\2  47.1   II     
  7329.4916  13639.7533    4.770   11802  2    25442  3    47.8   I      
  7328.2850  13641.9990   33.511    7280  2    20922  2    47.2   I      
  7326.1491  13645.9763    9.946                           68.7        
  7324.8073  13648.4760   13.917   14204  5    27852  5    48.2   I      
  7323.2106  13651.4519    2.127   29141  5    15490  5    49.5   I      
  7315.6112  13665.6327    1.980   30889  1    17224  2    49.0   I      
  7315.0661  13666.6511    3.993    3687  2    17354  1    49.1   I      
  7311.5146  13673.2895    4.268   24915  3    11241  3    60.0   I      
  7309.2571  13677.5125    1.611   17398  3    31075  2    57.0   I      
  7308.6417  13678.6641    3.162   28845  4    15166  3    46.1   I      
  7305.6489  13684.2676     .725                           46.2          
  7305.4043  13684.7259    5.606    7001  3\2  20686  5\2  49.1   II     
  7305.1966  13685.1149    1.101   29422  1    15736  1    39.7   I      
  7304.6815  13686.0799    1.030                          136.0        
  7302.4329  13690.2943     .742   36089  4    22399  5    59.6   I      
  7302.1728  13690.7818     .894                           48.5          
  7298.1434  13698.3407    4.090   13297  4    26995  3    50.2   I      
  7296.2659  13701.8655    4.383   13088  3    26790  4    45.0   I      
  7284.9033  13723.2369   34.465    3687  2    17411  3    47.2   I      
  7282.7145  13727.3613     .865   26997  6    40724  5    48.5   I      
  7275.8289  13740.3523    1.074   30964  3    17224  2    65.9   I      
  7273.7291  13744.3189    1.339   29961  1    16217  2    66.6   I  ?   
  7272.5289  13746.5871    1.369   23990  2    37736  2    66.2   I      
  7270.5572  13750.3151    3.109    7502  3    21252  2    49.2   I      
  7258.6655  13772.8417     .773                           76.6          
  7258.1770  13773.7688    9.468   27980  3    14206  4    46.9   I      
  7256.9860  13776.0292    5.250   25890  2    12114  2    46.3   I      
  7256.8076  13776.3679    1.018   15863  2    29640  1    50.6   I      
  7255.3541  13779.1278    7.197    8111  4    21890  3    48.0   I      
  7253.6760  13782.3155    1.934   31793  4    18011  5    52.0   I  ?   
  7250.5895  13788.1825    1.317   27257  7\2  13468  9\2  60.4   II     
  7249.8437  13789.6009     .726   13088  3    26878  3    60.8   I      
  7248.9668  13791.2690    1.418    8111  4    21902  4    61.6   I  ?   
  7246.1277  13796.6725    6.555                           48.0          
  7244.6965  13799.3979   19.699   21594  3     7795  4    47.4   I      
  7242.6351  13803.3255    3.183   18863  2     5060  3    52.1   III    
  7242.3554  13803.8587    2.821   12847  3    26651  2    46.3   I      
  7242.2842  13803.9943     .857   32620 11\2  18816 13\2  99.7   II     
  7242.0919  13804.3608   16.063    9804  5    23609  5    47.2   I      
  7240.1848  13807.9970    2.734   28273  2    14465  2    48.0   I      
  7239.2645  13809.7523     .792   24381  7\2  10572  9\2 101.2   II ?   
  7235.5544  13816.8333    1.645   39694  5    25877  4    97.9   I  ?   
  7233.3917  13820.9645    1.901   17959  4    31780  3    43.6   I      
  7232.2776  13823.0935    1.227                          111.7        
  7230.8623  13825.7991    9.981   31326  4    17501  5    47.7   I      
  7225.1099  13836.8067    1.304    4146  7\2  17983  5\2  46.5   II     
  7220.9809  13844.7186    2.228   24627  1    10783  2    45.0   I      
  7219.1515  13848.2270   18.424    4961  4    18809  4    49.0   I      
  7218.0542  13850.3322   67.164    9804  5    23655  4    47.2   I      
  7217.9262  13850.5777    3.835   21645  4     7795  4    47.0   I  ?   
  7217.7566  13850.9032    4.953    1859  3\2  15710  3\2  46.9   II     
  7212.6896  13860.6336   38.534   28342  5    14481  6    48.8   I      
  7208.0063  13869.6392  140.758    8800  4    22669  3    48.6   I      
  7207.0226  13871.5323    1.211   31095  2    17224  2    57.8   I  ?   
  7206.4829  13872.5711   16.021   24399  3    10526  3    48.0   I      
  7202.1910  13880.8381   17.387                           67.2          
  7201.8090  13881.5742    3.488   24664  3    10783  2    51.2   I      
  7201.4233  13882.3178    1.507                          120.9        
  7200.0454  13884.9744   22.011    7280  2    21165  3    48.1   I      
  7195.9576  13892.8621     .842   29345  5\2  15453  7\2  69.1   II     
  7191.1328  13902.1832   21.412   10855  7\2  24757  9\2  47.4   II     
  7190.5931  13903.2266    1.542                          112.1        
  7188.5320  13907.2129    3.290   13088  3    26995  3    51.3   I      
  7179.7146  13924.2922    1.619   35089  3    21165  3    48.1   I      
  7176.7213  13930.0999    3.739   10379  9\2  24309 11\2  46.1   II     
  7176.1860  13931.1390    1.365    1521  5\2  15453  7\2  49.5   II     
  7174.1350  13935.1216    3.030   31754  5\2  45689  7\2  67.9   II     
  7173.7305  13935.9074    2.239                           77.5          
  7173.3725  13936.6030   23.438   14204  5    28140  4    49.2   I      
  7170.3607  13942.4567    2.576   12847  3    26790  4    46.5   I      
  7168.8952  13945.3070  212.388       0  2    13945  3    48.1   I      
  7167.2028  13948.5999    4.977   27980  3    14032  2    46.9   I      
  7166.8184  13949.3480     .861   37558  4    23609  5    48.5   I      
  7159.9470  13962.7350   12.287   13297  4    27260  3    47.7   I      
  7159.8813  13962.8631    3.701   16554  6    30517  5    47.4   I      
  7156.9416  13968.5984    9.902   13297  4    27266  4    71.3   I  ?   
  7154.9538  13972.4791   11.470    7280  2    21252  2    47.5   I      
  7154.7621  13972.8534    8.443   13088  3    27061  2    50.8   I      
  7153.5876  13975.1475    9.111   17166  5    31141  5    49.5   I      
  7150.6928  13980.8051     .844                           48.4          
  7150.2844  13981.6036   30.701    3865  1    17847  2    47.2   I      
  7149.0169  13984.0825    1.309                           73.9          
  7148.5589  13984.9784   19.547   24399  3    10414  4    48.6   I      
  7148.3995  13985.2903    1.150   28450  1    14465  2    47.6   I  ?   
  7148.1451  13985.7880   43.263                           61.4        
  7142.3310  13997.1728    9.354   26111  1    12114  2    47.5   I      
  7140.4617  14000.8372    2.499   13248  9\2  27249  7\2  53.3   II     
  7132.6100  14016.2494    5.972   27191  5    13175  4    48.5   I      
  7131.3586  14018.7090    6.144                           52.5          
  7130.7236  14019.9574    6.289   13297  4    27317  3    48.6   I      
  7130.2868  14020.8162    2.849   24032  4    38053  3    50.2   I      
  7130.1846  14021.0171    5.191   28227  4    14206  4    48.0   I      
  7126.8178  14027.6407    1.175   19532  4    33560  4    52.5   I      
  7125.5214  14030.1929    1.273   12847  3    26878  3    42.5   I      
  7125.3118  14030.6056    1.485    8111  4    22141  3    91.3   I  ?   
  7124.5968  14032.0138    1.837   23201  3    37234  2    35.2   I      
  7124.5607  14032.0848   53.176       0  2    14032  2    49.6   I      
  7122.0441  14037.0431    6.059   18863  2     4826  3    49.5   III    
  7117.8142  14045.3848     .918   37094  2    23049  1   111.4   I    
  7114.3984  14052.1283    4.624    8111  4    22163  4    50.0   I      
  7113.9879  14052.9392    1.696    8460  3\2  22513  5\2  62.8   II     
  7112.9189  14055.0511    2.191    8800  4    22855  3    50.5   I      
  7109.8602  14061.0977    3.309    6362  2    20423  1    49.0   I      
  7109.5484  14061.7143    1.097   33564  3    19503  3    50.2   I  ?   
  7109.1819  14062.4393    3.028   29552  6    15490  5    49.1   I      
  7109.0849  14062.6311    1.539   23990  2    38053  3    74.2   I      
  7102.5910  14075.4886    1.553   34943  6    20867  7    52.8   I      
  7100.5144  14079.6049    4.258    8605  5\2  22685  7\2  48.2   II     
  7098.7170  14083.1699    1.470                          108.0        
  7089.3395  14101.7985    9.149       0  3\2  14101  1\2  49.2   II     
  7088.8232  14102.8255    2.389                           46.2          
  7088.4604  14103.5474    1.218                          146.0        
  7084.1690  14112.0908  127.120    9804  5    23916  4    48.0   I      
  7077.3690  14125.6498    1.223   31626  5    17501  5    43.9   I      
  7075.3336  14129.7134   15.128   25246  9\2  11116  7\2  47.9   II     
  7075.0005  14130.3785    1.230    7001  3\2  21131  3\2  61.2   II     
  7074.2563  14131.8650    1.087   24915  3    10783  2    52.8   I      
  7072.3939  14135.5864   14.643   28342  5    14206  4    48.0   I      
  7071.4800  14137.4133    2.454   29756  4    15618  3    49.8   I      
  7071.0942  14138.1847    3.489   24664  3    10526  3    48.5   I      
  7067.5102  14145.3541    1.461   24671  2    10526  3    50.9   I      
  7066.2857  14147.8054    1.998   12847  3    26995  3    46.3   I      
  7064.7632  14150.8543    1.351                           97.2        
  7064.4515  14151.4786   19.610   28358  3    14206  4    48.6   I      
  7061.3942  14157.6057    4.979   22401  1     8243  2    51.0   I      
  7060.6538  14159.0902   26.715    3687  2    17847  2    47.6   I      
  7060.0417  14160.3179   13.165    6362  2    20522  2    48.1   I      
  7059.5253  14161.3537    3.000   30508  5    16346  4    44.6   I      
  7058.4895  14163.4318    7.421   25405  4    11241  3    48.5   I      
  7055.9011  14168.6274    1.054   27343  3    13175  4    53.7   I      
  7054.8907  14170.6566    1.021                          123.3        
  7054.4177  14171.6068    4.174   13088  3    27260  3    48.0   I      
  7053.6196  14173.2103    8.932    1859  3\2  16033  5\2  48.3   II     
  7045.7970  14188.9459   13.913    1521  5\2  15710  3\2  48.8   II     
  7044.9677  14190.6163     .944   32201  5    18011  5    53.1   I      
  7038.7202  14203.2115     .852   28450  1    14247  0    43.5   I      
  7036.2830  14208.1311   15.899   25405  4    11197  5    48.7   I      
  7036.2153  14208.2680    1.119                           52.7          
  7033.6523  14213.4452    1.347   12847  3    27061  2    69.3   I      
  7033.3588  14214.0384    2.311   28679  2    14465  2    50.0   I      
  7032.9310  14214.9030    4.060    8800  4    23015  5    52.1   I      
  7031.3063  14218.1875    1.317   33721  2    19503  3    95.3   I      
  7028.0228  14224.8302    1.934   29961  1    15736  1    47.4   I      
  7026.4616  14227.9908    1.656    8111  4    22338  3    48.1   I      
  7024.8952  14231.1633    1.116   34775  1    20543  0   150.8   I    
  7023.1486  14234.7024    1.500   33273  1    19039  2    47.4   I      
  7022.3240  14236.3740    1.583                          128.0        
  7021.2832  14238.4843    4.310   15970  3    30208  2    46.0   I      
  7020.4841  14240.1050    1.005   15493  4    29733  5    42.6   I      
  7018.5675  14243.9935   58.385       0  2    14243  1    48.6   I      
  7015.3171  14250.5931    3.668   24664  3    10414  4    50.2   I      
  7014.9689  14251.3006    3.607   15493  4    29744  3    46.5   I      
  7007.0961  14267.3124    1.731   36775  3    22508  2    52.9   I      
  7002.8829  14275.8961   11.332   14204  5    28480  4    47.2   I      
  7000.8036  14280.1361   71.949    9804  5    24084  6    48.5   I      
  6999.6238  14282.5432    1.383   32293  5    18011  5    43.4   I      
  6999.2706  14283.2639    3.285   21783  4     7500  3    48.2   III    
  6997.4130  14287.0555    1.266   28531  2    14243  1    66.2   I      
  6996.7573  14288.3944     .802    8111  4    22399  5    85.5   I      
  6995.9122  14290.1205    1.024                          123.3        
  6993.9873  14294.0534    1.068   11802  2    26096  3    46.0   I      
  6993.0371  14295.9957   12.537    7001  3\2  21297  5\2  48.3   II     
  6992.6966  14296.6918    2.349    9400  5\2  23697  7\2  45.5   II     
  6991.9635  14298.1908    1.130                           69.2          
  6991.9066  14298.3071    2.116                          157.3        
  6989.6553  14302.9125  306.960   22098  4     7795  4    47.7   I      
  6986.0297  14310.3352    2.183   11802  2    26113  2    47.6   I      
  6985.4718  14311.4782    1.581    9061  5\2  23372  3\2  45.0   II     
  6981.0831  14320.4751    2.400   27495  4    13175  4    49.4   I      
  6978.2382  14326.3133     .826   28358  3    14032  2    50.7   I      
  6969.2976  14344.6918    1.782   15863  2    30208  2    60.0   I      
  6965.9379  14351.6103    2.970   33390  1    19039  2    49.1   I      
  6962.8631  14357.9479     .902   31141  3    16783  4    48.0   I      
  6962.3117  14359.0850    2.467   29849  4    15490  5    51.2   I      
  6955.3150  14373.5293    1.576   13297  4    27670  3    50.5   I      
  6954.6560  14374.8913    4.702    6362  2    20737  1    48.3   I      
  6952.9666  14378.3841    2.766   10379  9\2  24757  9\2  54.0   II     
  6948.3942  14387.8458    2.426    7502  3    21890  3    47.8   I      
  6948.2052  14388.2372    8.542   15493  4    29881  4    50.5   I      
  6947.9170  14388.8340    1.274    7280  2    21668  1    59.6   I      
  6946.2134  14392.3629    1.645   30011  3    15618  3    47.3   I      
  6945.4902  14393.8614   12.025   22637  3     8243  2    49.0   I      
  6944.6147  14395.6761     .718   30132  2    15736  1    63.2   I      
  6943.6105  14397.7579  152.046    9804  5    24202  4    47.9   I      
  6942.5380  14399.9821    6.793    7502  3    21902  4    49.8   I      
  6941.5686  14401.9931     .741   39252  5    24850  6    51.0   I      
  6940.3323  14404.5586     .905   32458  4    18053  4    54.3   I      
  6936.6528  14412.1994    3.111   12847  3    27260  3    47.4   I      
  6934.2841  14417.1223    2.600   15863  2    30281  1    53.8   I      
  6934.2294  14417.2362    4.560   28882  2    14465  2    54.9   I      
  6926.2631  14433.8182    1.188                          106.4        
  6924.6611  14437.1573     .748   27612  3    13175  4    46.2   I      
  6923.3233  14439.9469    1.137                          106.8        
  6920.0394  14446.7994    2.344   32458  4    18011  5    48.7   I      
  6916.1289  14454.9679   14.069    9804  5    24259  4    50.3   I      
  6915.0055  14457.3161     .960    9061  5\2  23518  7\2  74.4   II     
  6914.7127  14457.9283    1.511    7280  2    21738  2    45.7   I      
  6911.2264  14465.2215  144.739       0  2    14465  2    48.5   I      
  6909.8491  14468.1047    7.284   27937 11\2  13468  9\2  49.7   II     
  6909.2194  14469.4232     .879   12847  3    27317  3    49.8   I      
  6908.9905  14469.9027    1.819    9804  5    24274  5    46.3   I      
  6902.2105  14484.1163    2.340   11802  2    26287  1    63.7   I      
  6900.7632  14487.1541    2.876   31271  5    16783  4    67.4   I      
  6900.6135  14487.4683    1.087   48817  3\2  34330  1\2 144.6   II ?  
  6900.4434  14487.8255    1.068   33418  4    18930  3    71.6   I      
  6894.2303  14500.8819    1.228   24915  3    10414  4    65.6   I      
  6892.2502  14505.0478    4.071   17166  5    31671  4    51.1   I      
  6889.3032  14511.2525    9.245    1521  5\2  16033  5\2  49.2   II     
  6888.8347  14512.2393    1.575   11601  1    26113  2    55.1   I      
  6888.3070  14513.3512    1.494                          165.2        
  6888.1606  14513.6595    1.031   30132  2    15618  3    51.3   I      
  6886.4082  14517.3528   10.982    3865  1    18382  0    47.3   I      
  6883.3147  14523.8772    4.064   15493  4    30017  3    52.5   I      
  6883.1374  14524.2514    1.309   30014  4    15490  5    51.9   I      
  6882.8114  14524.9393    6.827   13847  2    28372  1    47.8   I      
  6880.7745  14529.2390    1.043                           55.9          
  6880.5651  14529.6812    2.710   20840  3     6310  4    51.3   III    
  6878.0435  14535.0080    1.110   23201  3    37736  2    43.3   I      
  6874.7530  14541.9649   21.452    2869  3    17411  3    47.4   I      
  6874.0920  14543.3632    2.626   37558  4    23015  5    46.0   I      
  6871.6293  14548.5754    2.537                          108.4        
  6871.5580  14548.7263    1.138                           64.1          
  6870.9888  14549.9315    2.870   30286  1    15736  1    49.9   I      
  6870.7261  14550.4878    5.043   17166  5    31716  5    51.0   I      
  6869.8854  14552.2684    5.293   20840  3     6288  2    51.1   III    
  6869.8509  14552.3414    1.223                           84.7        
  6868.6383  14554.9106    1.044   29345  5\2  14790  7\2  49.3   II ?   
  6868.4508  14555.3079   14.698   13297  4    27852  5    48.5   I      
  6866.7634  14558.8846    9.892    8111  4    22669  3    47.5   I      
  6866.6273  14559.1731    1.038                           78.7        
  6866.3666  14559.7260    7.658    6362  2    20922  2    48.0   I      
  6866.2263  14560.0234    1.096                           74.4          
  6866.1570  14560.1705    3.866   11802  2    26363  2    50.8   I      
  6862.8685  14567.1472    1.496   33606  2    19039  2    50.5   I      
  6855.6891  14582.4020    2.031   13088  3    27670  3    47.6   I      
  6855.3150  14583.1978    4.523   15970  3    30553  2    47.9   I      
  6854.5128  14584.9046    1.201   10855  7\2  25440  5\2  51.9   II     
  6854.2497  14585.4643     .753   23769  1    38355  2    44.9   I      
  6854.1093  14585.7632   12.924   13088  3    27674  2    47.7   I      
  6853.5234  14587.0101    5.907   16554  6    31141  5    49.0   I      
  6852.3545  14589.4984    1.592   29756  4    15166  3    42.7   I      
  6846.6135  14601.7318     .851   32012  4    17411  3    51.3   I      
  6846.4790  14602.0187    3.540                           46.5          
  6839.2949  14617.3567    1.135   28562  4    13945  3    47.4   I      
  6837.4965  14621.2013    1.335   34943  6    20322  5    62.4   I      
  6835.9134  14624.5874     .720   30971  4    16346  4    43.4   I      
  6835.0595  14626.4144    2.506                           37.2          
  6834.9246  14626.7031   77.295    4961  4    19588  5    47.7   I      
  6832.8927  14631.0526    1.504   29873  7\2  15242  9\2  52.1   II     
  6829.3472  14638.6484    2.879   28845  4    14206  4    48.3   I      
  6829.0355  14639.3166   42.072    7502  3    22141  3    49.0   I      
  6824.6774  14648.6648   27.542   25890  2    11241  3    47.9   I      
  6823.5084  14651.1745    7.247   13297  4    27948  4    48.9   I      
  6815.6123  14668.1482    1.656   29835  3    15166  3    53.2   I      
  6812.7752  14674.2564    2.878   25246  9\2  10572  9\2  50.1   II     
  6812.4915  14674.8675    3.654   39525  5    24850  6    52.7   I      
  6810.5494  14679.0522    3.290   12570  7\2  27249  7\2  48.3   II     
  6809.6773  14680.9321    1.631   37558  4    22877  5    42.0   I      
  6809.5094  14681.2941    2.012   25923  4    11241  3    51.1   I      
  6809.3173  14681.7084    5.789   26796  3    12114  2    50.0   I      
  6809.1000  14682.1768    5.038   33721  2    19039  2    53.2   I      
  6807.3190  14686.0182    1.464   11601  1    26287  1    60.3   I      
  6805.7513  14689.4011    1.640   15863  2    30553  2    60.3   I  ?   
  6802.9886  14695.3664    1.535                           55.7          
  6801.2575  14699.1067    2.676   17887  5     3188  4    52.0   III    
  6800.4645  14700.8207    1.345   32201  5    17501  5    48.6   I      
  6798.7475  14704.5333    1.024   32551  3    17847  2    43.1   I      
  6798.4868  14705.0973    3.942   11802  2    26508  3    52.3   I  ?   
  6795.7981  14710.9150    1.085   13962  1    28673  2    47.0   I      
  6791.2351  14720.7992   19.242    8800  4    23521  3    50.1   I      
  6789.0042  14725.6365     .997   32737  5    18011  5    53.2   I      
  6788.8403  14725.9921   19.953   25923  4    11197  5    47.4   I      
  6787.7364  14728.3869   14.449   14204  5    28932  4    48.2   I      
  6784.7956  14734.7707     .902   37404  3    22669  3    48.2   I      
  6780.4131  14744.2945   47.805    8111  4    22855  3    48.0   I      
  6780.1252  14744.9206   31.676   22988  2     8243  2    48.1   I      
  6779.3242  14746.6626     .823    7502  3    22248  2    49.8   I      
  6778.6763  14748.0722     .878                           88.3        
  6778.3123  14748.8641   27.614    3865  1    18614  1    48.9   I      
  6773.0973  14760.2201    2.576                           49.0          
  6772.2479  14762.0713    1.140   11601  1    26363  2    52.0   I      
  6772.1745  14762.2313    5.186   15493  4    30255  3    49.0   I      
  6770.1069  14766.7398    3.732    8605  5\2  23372  3\2  46.8   II     
  6765.7184  14776.3180    2.330    6213  9\2  20989  9\2  56.2   II     
  6765.6693  14776.4252    2.379   33390  1    18614  1    54.3   I      
  6760.8923  14786.8655    1.670   12570  7\2  27357  9\2  47.2   II     
  6760.6633  14787.3665    1.038   17166  5    31953  4    59.2   I  ?   
  6758.2035  14792.7486    6.668   32293  5    17501  5    49.8   I      
  6757.1092  14795.1443    6.063   31141  3    16346  4    47.8   I      
  6756.5371  14796.3970    4.149   24381  7\2   9585  5\2  40.9   II     
  6756.4528  14796.5815   79.777    2558  0    17354  1    48.1   I      
  6754.2661  14801.3719    1.597   13847  2    28649  1    44.8   I      
  6753.6598  14802.7008    3.420    6362  2    21165  3    49.8   I      
  6751.4267  14807.5969    2.129   30544  2    15736  1    46.2   I      
  6749.3153  14812.2290    1.098   19532  4    34344  4    66.6   I      
  6746.1355  14819.2108     .976   34407  6    19588  5    68.0   I      
  6742.8845  14826.3557    7.136   12847  3    27674  2    51.4   I      
  6742.5010  14827.1990     .762    4146  7\2  18973  7\2  54.7   II     
  6741.9212  14828.4740    1.408   13847  2    28676  3    53.7   I      
  6739.9594  14832.7901    1.476   22401  1    37234  2   155.8   I  ?  
  6738.1800  14836.7072    6.049    7502  3    22338  3    47.4   I      
  6735.3726  14842.8911    1.016   15970  3    30812  2    50.3   I      
  6735.1261  14843.4344    2.224   13297  4    28140  4    50.7   I      
  6734.6027  14844.5880    1.595                          156.0        
  6733.7488  14846.4704    9.989   14204  5    29050  5    48.3   I      
  6732.6491  14848.8955    2.841   11802  2    26651  2    47.0   I      
  6731.6721  14851.0506    1.521   23201  3    38053  3    55.8   I      
  6729.9328  14854.8887     .941    8800  4    23655  4    42.0   I      
  6728.7966  14857.3970    1.614                           81.8          
  6728.7595  14857.4789    5.609   17166  5    32023  5    49.3   I      
  6728.1183  14858.8947    8.685   28034  5    13175  4    49.6   I      
  6727.6528  14859.9230    2.459   15863  2    30723  1    59.3   I      
  6727.5934  14860.0541     .903                           56.6          
  6727.4583  14860.3525   40.327    5563  1    20423  1    49.0   I      
  6726.3091  14862.8914    1.822   34849  5    19986  6    53.2   I      
  6725.3767  14864.9520    1.283                           70.1        
  6719.1995  14878.6177   13.057   25405  4    10526  3    47.6   I      
  6717.3851  14882.6366    7.956   30372  6    15490  5    78.1   I      
  6717.2352  14882.9687    7.507                          159.2          
  6715.5136  14886.7840    1.451   17398  3    32285  3    46.8   I      
  6715.4594  14886.9042    1.891                          116.9          
  6715.1885  14887.5047    1.568    6244  1\2  21131  3\2  45.8   II     
  6713.9700  14890.2066   13.506    6362  2    21252  2    48.7   I      
  6713.5972  14891.0335    1.001   33273  1    18382  0    56.0   I      
  6711.2521  14896.2368    8.107    9804  5    24701  5    47.9   I      
  6708.8411  14901.5901     .821   33831  4    18930  3    44.4   I      
  6704.0510  14912.2373    2.485                           55.7          
  6703.8966  14912.5807    1.386    8605  5\2  23518  7\2  46.8   II     
  6700.7499  14919.5837    1.516                           48.5          
  6698.0577  14925.5804    2.713   30544  2    15618  3    52.4   I      
  6698.0153  14925.6750    1.832   34874  3    19948  4    55.3   I      
  6697.7123  14926.3502    6.599    3687  2    18614  1    49.3   I      
  6696.1740  14929.7792    1.345                           38.1          
  6696.1400  14929.8549    7.561   27044  3    12114  2    49.4   I      
  6694.4967  14933.5198    3.506   30552  4    15618  3    48.5   I      
  6694.0068  14934.6127    3.193   29141  5    14206  4    49.2   I      
  6692.7262  14937.4702    3.308    4113  5\2  19050  3\2  48.4   II     
  6687.5207  14949.0974    2.330   15863  2    30812  2    65.1   I      
  6687.4234  14949.3149    1.089                           50.9          
  6684.0484  14956.8631    3.247   29422  1    14465  2    49.6   I      
  6683.3673  14958.3874   12.443   23201  3     8243  2    48.5   I      
  6680.0811  14965.7460    1.841   30132  2    15166  3    46.6   I      
  6678.7067  14968.8258   19.442    7280  2    22248  2    55.3   I      
  6674.6969  14977.8181   20.736    2869  3    17847  2    48.8   I      
  6673.5797  14980.3256    6.834   31326  4    16346  4    50.9   I      
  6669.4493  14989.6028     .962   28934  3    13945  3    54.7   I      
  6668.9399  14990.7478    1.022   31774  3    16783  4    49.7   I      
  6668.8163  14991.0256    5.152   25405  4    10414  4    50.7   I      
  6663.6966  15002.5430    3.032    8111  4    23113  4    47.2   I      
  6662.6321  15004.9401    1.060   15305  9\2  30310 11\2  75.7   II     
  6662.2686  15005.7588  180.308    7502  3    22508  2    47.7   I      
  6659.1119  15012.8721     .708   37890  5    22877  5    52.7   I      
  6658.6774  15013.8517   24.284   26255  4    11241  3    49.0   I      
  6655.9274  15020.0547    1.469   23032  4    38053  3    60.1   I      
  6655.4892  15021.0438    1.629   30758  2    15736  1    49.8   I      
  6654.3675  15023.5758    4.356                           49.0          
  6650.5600  15032.1767    1.455   30651  3    15618  3    61.6   I      
  6648.9586  15035.7973    4.983   10379  9\2  25414 11\2  49.6   II     
  6648.4954  15036.8447    4.549   26762  3\2  11725  1\2  49.4   II     
  6646.5407  15041.2670    6.356   27526  9\2  12485  7\2  52.9   II     
  6644.6635  15045.5163   15.699                           87.8        
  6644.0271  15046.9574    1.138   32458  4    17411  3    44.6   I      
  6642.3273  15050.8079    1.358                           52.6          
  6638.9119  15058.5509   18.600   26255  4    11197  5    49.5   I      
  6637.3250  15062.1512    1.495                           46.0          
  6637.2019  15062.4306    1.409   30552  4    15490  5    66.1   I  ?   
  6633.4579  15070.9319    1.629    9061  5\2  24132  3\2  47.8   II     
  6619.9457  15101.6933   13.835    4146  7\2  19248  5\2  48.0   II     
  6619.7445  15102.1525    1.008                           72.6          
  6618.1668  15105.7525   10.140   14204  5    29310  4    50.0   I      
  6617.5154  15107.2395    3.791   25890  2    10783  2    47.9   I      
  6617.0579  15108.2839    5.125   27593  5\2  12485  7\2  51.8   II     
  6613.3948  15116.6524    4.796    8800  4    23916  4   390.8   I  ?  
  6613.3740  15116.6998    7.025    7280  2    22396  1    52.2   I      
  6608.4430  15127.9794    1.236   17166  5    32294  4    51.0   I      
  6606.6017  15132.1955     .925   36297  4    21165  3    59.1   I      
  6605.4164  15134.9108   11.219    4113  5\2  19248  5\2  49.1   II     
  6603.6209  15139.0261    2.631   30758  2    15618  3    44.9   I      
  6602.7620  15140.9954    3.224   35089  3    19948  4    49.4   I      
  6600.7311  15145.6539    1.796   31929  3    16783  4    51.1   I      
  6599.4824  15148.5195   58.546   15148  4        0  4    48.6   III    
  6596.9623  15154.3064    1.790                           57.0          
  6593.9391  15161.2543  126.473    5563  1    20724  0    47.8   I      
  6593.4628  15162.3496   13.551   16554  6    31716  5    50.1   I      
  6591.4845  15166.9001  124.554       0  2    15166  3    50.0   I      
  6591.1795  15167.6019   11.481    7502  3    22669  3    50.4   I      
  6588.5396  15173.6792  222.791    3865  1    19039  2    49.3   I      
  6588.3401  15174.1387    3.257    5563  1    20737  1    40.3   I  ?   
