,ref_lambda,lower,upper,click_selected
805,3969.002322,3968.9229419535595,3969.0817020464397,True
806,3969.665214,3969.58582069572,3969.7446073042797,True
807,3972.154338,3972.07489491324,3972.2337810867593,True
808,3972.6393,3972.5598472139995,3972.7187527859996,True
809,3974.476567,3974.39707746866,3974.55605653134,True
810,3975.220269,3975.1407645946197,3975.2997734053797,False
811,3976.414779,3976.33525070442,3976.49430729558,False
812,3979.355779,3979.27619188442,3979.4353661155797,True
813,3980.089346,3980.00974421308,3980.16894778692,True
814,3981.106438,3981.0268158712397,3981.1860601287594,True
815,3981.828197,3981.74856043606,3981.9078335639397,True
816,3982.102662,3982.0230199467596,3982.1823040532395,True
817,3984.094828,3984.0151461034397,3984.1745098965594,False
818,3984.374301,3984.2946135139796,3984.4539884860196,False
819,3984.879451,3984.7997534109795,3984.9591485890196,True
820,3986.075596,3985.99587448808,3986.1553175119197,False
821,3988.600082,3988.52030999836,3988.6798540016393,False
822,3988.845145,3988.7653680971,3988.9249219028993,False
823,3990.492442,3990.4126321511603,3990.5722518488396,False
824,3992.053554,3991.97371292892,3992.1333950710796,True
825,3992.273486,3992.19364053028,3992.3533314697197,False
826,3993.29914,3993.2192740172,3993.3790059827998,True
827,3994.549534,3994.46964300932,3994.62942499068,False
828,3994.792091,3994.71219515818,3994.8719868418193,False
829,3996.669562,3996.58962860876,3996.7494953912396,False
830,3998.952364,3998.87238495272,3999.03234304728,False
831,4000.280454,4000.20044839092,4000.36045960908,True
832,4000.746866,4000.66685106268,4000.8268809373194,False
833,4001.057991,4000.97796984018,4001.13801215982,True
834,4001.893615,4001.8135771277,4001.9736528722997,True
835,4003.105728,4003.02566588544,4003.1857901145595,False
836,4005.092975,4005.0128731405,4005.1730768595,True
837,4006.380689,4006.30056138622,4006.4608166137796,False
838,4006.731405,4006.6512703719,4006.8115396280996,False
839,4008.210288,4008.1301237942403,4008.2904522057597,True
840,4010.293018,4010.21281213964,4010.3732238603593,False
841,4011.209659,4011.12943480682,4011.28988319318,True
842,4014.716342,4014.63604767316,4014.7966363268397,True
843,4019.128807,4019.04842442386,4019.2091895761396,True
844,4020.353942,4020.2735349211603,4020.4343490788397,True
845,4021.750576,4021.67014098848,4021.8310110115194,False
846,4024.80223,4024.7217339553995,4024.8827260445996,True
847,4029.826137,4029.74554047726,4029.9067335227396,False
848,4030.292633,4030.21202714734,4030.3732388526596,True
849,4030.842436,4030.7618191512797,4030.9230528487196,True
850,4032.595736,4032.5150840852803,4032.6763879147197,False
851,4034.246283,4034.16559807434,4034.3269679256596,False
852,4035.460437,4035.37972779126,4035.54114620874,True
853,4036.047864,4035.96714304272,4036.1285849572796,True
854,4036.565449,4036.4847176910203,4036.6461803089796,True
855,4038.22919,4038.1484254162,4038.3099545837995,True
856,4038.456911,4038.37614186178,4038.53768013822,False
857,4038.804857,4038.72408090286,4038.88563309714,True
858,4039.865616,4039.78481868768,4039.9464133123197,True
859,4040.392894,4040.31208614212,4040.47370185788,False
860,4041.203396,4041.1225719320796,4041.2842200679197,True
861,4042.894358,4042.81350011284,4042.9752158871597,False
862,4043.130267,4043.04940439466,4043.2111296053395,False
863,4043.395046,4043.31417809908,4043.4759139009197,True
864,4044.418042,4044.3371536391596,4044.4989303608395,True
865,4044.926781,4044.84588246438,4045.00767953562,False
866,4045.965436,4045.8845166912797,4046.0463553087197,True
867,4046.251809,4046.17088396382,4046.3327340361793,False
868,4046.825165,4046.7442284967,4046.9061015033,False
869,4047.059991,4046.97904980018,4047.14093219982,False
870,4049.944572,4049.8635731085596,4050.0255708914397,True
871,4050.887229,4050.80621125542,4050.9682467445796,True
872,4051.499156,4051.41812601688,4051.5801859831195,True
873,4052.92101,4052.8399515798,4053.0020684201995,True
874,4054.302003,4054.2209169599396,4054.3830890400595,True
875,4054.526327,4054.4452364734598,4054.60741752654,True
876,4057.940889,4057.8597301822197,4058.02204781778,False
877,4059.252861,4059.17167594278,4059.3340460572194,True
878,4060.061789,4059.9805877642198,4060.1429902357795,False
879,4061.625023,4061.54379049954,4061.7062555004595,False
880,4062.082822,4062.00158034356,4062.1640636564393,False
881,4063.407073,4063.32580485854,4063.4883411414594,True
882,4064.331561,4064.25027436878,4064.4128476312194,True
883,4065.889258,4065.80794021484,4065.97057578516,False
884,4066.433958,4066.35262932084,4066.5152866791595,False
885,4067.450978,4067.3696289804398,4067.5323270195595,True
886,4067.87674,4067.7953824652,4067.9580975348,False
887,4068.471566,4068.39019656868,4068.55293543132,False
888,4068.704231,4068.62285691538,4068.78560508462,False
889,4069.20192,4069.1205359615997,4069.2833040384,False
890,4069.76085,4069.679454783,4069.842245217,False
891,4070.23816,4070.1567552367997,4070.3195647631997,True
892,4072.38482,4072.3033723036,4072.4662676964,False
893,4074.641923,4074.56043016154,4074.72341583846,True
894,4075.503004,4075.42149393992,4075.58451406008,True
895,4075.907164,4075.8256458567203,4075.9886821432797,True
896,4076.628745,4076.5472124251,4076.7102775748995,True
897,4076.943344,4076.8618051331196,4077.0248828668796,True
898,4082.865791,4082.7841336841802,4082.9474483158197,False
899,4083.468911,4083.38724162178,4083.5505803782194,True
900,4085.256213,4085.17450787574,4085.33791812426,False
901,4085.433751,4085.3520423249797,4085.51545967502,False
902,4086.520592,4086.43886158816,4086.6023224118394,True
903,4089.137621,4089.0558382475797,4089.2194037524196,True
904,4091.027383,4090.94556245234,4091.10920354766,False
905,4093.392143,4093.31027515714,4093.4740108428596,False
906,4093.671618,4093.5897445676396,4093.7534914323596,True
907,4094.747403,4094.66550805194,4094.8292979480593,True
908,4096.076549,4095.99462746902,4096.15847053098,True
909,4097.747286,4097.66533105428,4097.829240945719,True
910,4098.933009,4098.851030339821,4099.01498766018,False
911,4099.993311,4099.91131113378,4100.07531086622,False
912,4100.341269,4100.25926217462,4100.423275825379,True
913,4101.55282,4101.4707889435995,4101.634851056399,False
914,4102.617755,4102.5357026449,4102.699807355099,False
915,4104.381577,4104.29948936846,4104.463664631539,True
916,4104.837546,4104.75544924908,4104.91964275092,True
917,4107.05032,4106.9681789936,4107.1324610064,True
918,4108.419732,4108.337563605361,4108.50190039464,True
919,4109.323634,4109.24144752732,4109.40582047268,True
920,4109.724646,4109.642451507079,4109.806840492919,False
921,4115.758823,4115.67650782354,4115.84113817646,True
922,4116.713432,4116.63109773136,4116.795766268639,True
923,4118.489808,4118.40743820384,4118.57217779616,False
924,4122.965693,4122.88323368614,4123.04815231386,False
925,4126.349612,4126.26708500776,4126.43213899224,False
926,4128.640145,4128.5575721971,4128.7227178029,True
927,4130.324641,4130.2420345071805,4130.40724749282,False
928,4131.002095,4130.9194749581,4131.0847150418995,True
929,4134.323895,4134.2412085221,4134.4065814779,True
930,4135.479805,4135.3970954039,4135.562514596099,True
931,4138.040573,4137.95781218854,4138.12333381146,True
932,4141.01335,4140.930529733,4141.096170267,False
933,4142.700927,4142.61807298146,4142.783781018539,True
934,4145.048236,4144.965335035279,4145.131136964719,False
935,4147.540441,4147.45749019118,4147.62339180882,False
936,4148.181686,4148.09872236628,4148.264649633719,True
937,4151.145471,4151.06244809058,4151.22849390942,False
938,4152.916567,4152.83350866866,4152.99962533134,False
939,4156.085726,4156.00260428548,4156.16884771452,False
940,4159.153885,4159.0707019223,4159.237068077699,False
941,4160.739713,4160.65649820574,4160.822927794259,False
942,4161.109738,4161.02651580524,4161.1929601947595,False
943,4161.738871,4161.655636222579,4161.822105777419,True
944,4162.508771,4162.4255208245795,4162.592021175419,False
945,4163.180012,4163.09674839976,4163.2632756002395,False
946,4165.766346,4165.68303067308,4165.84966132692,True
947,4166.905758,4166.82241988484,4166.98909611516,False
948,4167.865471,4167.7821136905795,4167.94882830942,False
949,4168.046939,4167.96357806122,4168.13029993878,False
950,4168.63406,4168.550687318801,4168.7174326812,True
951,4170.53309,4170.4496793381995,4170.616500661799,True
952,4170.784682,4170.701266306361,4170.86809769364,False
953,4171.341017,4171.25759017966,4171.42444382034,False
954,4172.381731,4172.2982833653805,4172.46517863462,False
955,4172.625838,4172.54238548324,4172.709290516759,False
956,4174.439626,4174.35613720748,4174.52311479252,False
957,4178.059409,4177.97584781182,4178.14297018818,True
958,4178.848605,4178.7650280279,4178.9321819721,True
959,4180.721948,4180.63833356104,4180.80556243896,False
960,4181.883406,4181.79976833188,4181.96704366812,True
961,4184.137634,4184.05395124732,4184.22131675268,True
962,4185.468315,4185.3846056337,4185.5520243662995,True
963,4185.805041,4185.721324899179,4185.888757100819,True
964,4186.682615,4186.5988813477,4186.7663486523,False
965,4187.140573,4187.05683018854,4187.22431581146,True
966,4191.827206,4191.7433694558795,4191.9110425441195,False
967,4194.082412,4193.99853035176,4194.166293648239,False
968,4194.936108,4194.852209277839,4195.020006722159,True
969,4204.538132,4204.45404123736,4204.6222227626395,False
970,4205.790752,4205.70663618496,4205.87486781504,False
971,4207.175392,4207.09124849216,4207.25953550784,False
972,4207.612643,4207.5284907471405,4207.69679525286,False
973,4208.411158,4208.32698977684,4208.495326223159,True
974,4209.196267,4209.11208307466,4209.28045092534,False
975,4210.456944,4210.372734861119,4210.541153138879,False
976,4210.923021,4210.83880253958,4211.007239460419,False
977,4211.514424,4211.43019371152,4211.598654288479,False
978,4213.067117,4212.9828556576595,4213.151378342339,True
979,4215.2104,4215.126095791999,4215.2947042079995,False
980,4215.627803,4215.54349044394,4215.71211555606,False
981,4215.851439,4215.76712197122,4215.93575602878,False
982,4217.430828,4217.346479383439,4217.515176616559,True
983,4221.153725,4221.0693019255,4221.2381480745,False
984,4221.691494,4221.607060170119,4221.775927829879,False
985,4222.637351,4222.55289825298,4222.72180374702,True
986,4223.439279,4223.3548102144205,4223.52374778558,False
987,4225.802401,4225.71788495198,4225.886917048019,False
988,4226.299091,4226.21456501818,4226.38361698182,False
989,4226.987481,4226.90294125038,4227.07202074962,True
990,4227.387297,4227.3027492540605,4227.47184474594,True
991,4228.157937,4228.07337384126,4228.24250015874,True
992,4230.426111,4230.34150247778,4230.510719522219,True
993,4230.823466,4230.7388495306795,4230.908082469319,True
994,4232.261317,4232.17667177366,4232.34596222634,False
995,4233.288251,4233.20358523498,4233.37291676502,True
996,4233.906232,4233.82155387536,4233.99091012464,False
997,4235.463786,4235.37907672428,4235.54849527572,True
998,4241.094942,4241.010120101159,4241.179763898839,False
999,4241.700319,4241.615484993619,4241.785153006379,False
1000,4241.971114,4241.88627457772,4242.055953422279,False
1001,4242.719927,4242.63507260146,4242.8047813985395,False
1002,4243.019662,4242.93480160676,4243.10452239324,False
1003,4243.261039,4243.17617377922,4243.34590422078,False
1004,4244.274025,4244.1891395195,4244.3589104805,False
1005,4246.322271,4246.23734455458,4246.40719744542,False
1006,4249.475885,4249.3908954823,4249.5608745177,False
1007,4249.679373,4249.59437941254,4249.764366587459,False
1008,4253.538831,4253.4537602233795,4253.623901776619,True
1009,4255.237191,4255.15208625618,4255.32229574382,True
1010,4256.253647,4256.168521927059,4256.338772072939,False
1011,4257.898522,4257.81336402956,4257.98367997044,False
1012,4258.519951,4258.43478060098,4258.6051213990195,True
1013,4260.332518,4260.24731134964,4260.41772465036,True
1014,4261.275159,4261.189933496819,4261.360384503179,True
1015,4261.492698,4261.40746814604,4261.577927853959,True
1016,4262.612445,4262.527192751099,4262.697697248899,True
1017,4264.106807,4264.02152486386,4264.19208913614,False
1018,4266.286458,4266.2011322708395,4266.371783729159,False
1019,4266.527325,4266.4419944535,4266.6126555465,False
1020,4269.064793,4268.979411704139,4269.150174295859,False
1021,4269.6276,4269.542207447999,4269.712992551999,False
1022,4269.942283,4269.85688415434,4270.02768184566,True
1023,4270.328531,4270.24312442938,4270.41393757062,False
1024,4270.734934,4270.64951930132,4270.8203486986795,False
1025,4272.874347,4272.78888951306,4272.95980448694,True
1026,4273.357439,4273.27197185122,4273.44290614878,True
1027,4276.807189,4276.72165285622,4276.89272514378,False
1028,4278.322907,4278.237340541859,4278.408473458139,False
1029,4279.059142,4278.97356081716,4279.14472318284,False
1030,4279.638074,4279.55248123852,4279.72366676148,False
1031,4280.567019,4280.48140765962,4280.65263034038,True
1032,4281.068158,4280.9825366368395,4281.15377936316,True
1033,4281.414763,4281.32913470474,4281.50039129526,True
1034,4282.897713,4282.812055045741,4282.98337095426,False
1035,4283.51823,4283.432559635399,4283.603900364599,True
1036,4285.939783,4285.85406420434,4286.02550179566,False
1037,4288.6688,4288.583026624,4288.754573376,True
1038,4291.809723,4291.72388680554,4291.89555919446,True
1039,4292.306267,4292.22042087466,4292.392113125339,False
1040,4293.438002,4293.35213323996,4293.523870760039,False
1041,4295.584873,4295.49896130254,4295.67078469746,False
1042,4295.815748,4295.72983168504,4295.90166431496,False
1043,4297.633619,4297.54766632762,4297.71957167238,False
1044,4298.564425,4298.478453711499,4298.650396288499,False
1045,4299.634234,4299.54824131532,4299.72022668468,False
1046,4299.839604,4299.75360720792,4299.925600792079,False
1047,4300.649946,4300.56393300108,4300.73595899892,True
1048,4303.989208,4303.90312821584,4304.07528778416,True
1049,4304.417515,4304.3314266497,4304.503603350299,True
1050,4307.176075,4307.0899314785,4307.2622185215,True
1051,4308.121805,4308.035642563899,4308.207967436099,True
1052,4311.799273,4311.71303701454,4311.88550898546,False
1053,4313.602453,4313.51618095094,4313.68872504906,False
1054,4315.254471,4315.16816591058,4315.34077608942,True
1055,4317.841503,4317.7551461699395,4317.927859830059,False
1056,4318.415661,4318.32929268678,4318.502029313219,True
1057,4319.806973,4319.72057686054,4319.8933691394595,False
1058,4320.126431,4320.04002847138,4320.21283352862,True
1059,4321.431897,4321.34546836206,4321.51832563794,False
1060,4321.726615,4321.6401804677,4321.813049532299,False
1061,4325.274266,4325.18776051468,4325.36077148532,True
1062,4327.715159,4327.62860469682,4327.80171330318,False
1063,4328.688889,4328.60231522222,4328.7754627777795,False
1064,4328.915443,4328.82886469114,4329.002021308859,True
1065,4330.411334,4330.32472577332,4330.49794222668,False
1066,4330.84412,4330.757503117599,4330.930736882399,True
1067,4332.029855,4331.9432144029,4332.116495597099,True
1068,4332.339116,4332.25246921768,4332.42576278232,False
1069,4333.936931,4333.85025226138,4334.02360973862,False
1070,4337.277141,4337.19039545718,4337.363886542819,False
1071,4338.799024,4338.712248019519,4338.8857999804795,False
1072,4339.013633,4338.92685272734,4339.100413272659,False
1073,4340.895167,4340.808349096659,4340.981984903339,True
1074,4342.048634,4341.96179302732,4342.13547497268,False
1075,4342.443971,4342.357122120579,4342.530819879419,True
1076,4342.675236,4342.58838249528,4342.762089504719,False
1077,4343.3818,4343.294932364,4343.468667636,False
1078,4343.951448,4343.864568971039,4344.038327028959,False
1079,4344.326495,4344.2396084701,4344.4133815299,True
1080,4353.448831,4353.36176202338,4353.5358999766195,True
1081,4354.482703,4354.39561334594,4354.56979265406,True
1082,4355.320241,4355.233134595181,4355.40734740482,True
1083,4355.526904,4355.43979346192,4355.61401453808,False
1084,4356.044246,4355.95712511508,4356.13136688492,True
1085,4356.521409,4356.43427857182,4356.60853942818,True
1086,4357.613456,4357.52630373088,4357.70060826912,True
1087,4358.320293,4358.233126594139,4358.407459405859,True
1088,4359.372555,4359.2853675489,4359.459742451099,True
1089,4360.167295,4360.0800916541,4360.2544983459,True
1090,4362.066631,4361.97938966738,4362.153872332619,True
1091,4362.472055,4362.3848055589,4362.5593044411,False
1092,4363.79473,4363.7074541054,4363.882005894599,True
1093,4365.930205,4365.8428863959,4366.0175236041,True
1094,4369.875571,4369.78817348858,4369.96296851142,True
1095,4372.489522,4372.40207220956,4372.5769717904395,True
1096,4376.530911,4376.44338038178,4376.61844161822,False
1097,4378.176824,4378.08926046352,4378.26438753648,True
1098,4379.213895,4379.126310722099,4379.3014792778995,True
1099,4379.667209,4379.57961565582,4379.75480234418,False
1100,4380.286039,4380.19843327922,4380.373644720779,False
1101,4381.859986,4381.77234880028,4381.94762319972,True
1102,4385.057274,4384.969572854519,4385.144975145479,True
1103,4387.734646,4387.646891307079,4387.8224006929195,True
1104,4388.969824,4388.88204460352,4389.057603396479,False
1105,4391.110881,4391.02305878238,4391.198703217619,True
1106,4392.974102,4392.88624251796,4393.06196148204,True
1107,4393.759438,4393.67156281124,4393.8473131887595,True
1108,4396.13958,4396.0516572084,4396.227502791599,False
1109,4396.478255,4396.3903254349,4396.566184565099,False
1110,4400.38561,4400.2976022878,4400.4736177121995,False
1111,4401.58093,4401.4928983814,4401.6689616185995,True
1112,4402.926798,4402.83873946404,4403.0148565359605,True
1113,4409.89882,4409.8106220236,4409.9870179764,False
1114,4414.486318,4414.39802827364,4414.57460772636,True
1115,4416.237933,4416.1496082413405,4416.32625775866,False
1116,4416.845034,4416.75669709932,4416.93337090068,False
1117,4419.770424,4419.68202859152,4419.85881940848,False
1118,4422.048113,4421.959672037739,4422.136553962259,True
1119,4423.261994,4423.1735287601205,4423.35045923988,False
1120,4423.720151,4423.6316765969805,4423.80862540302,True
1121,4429.822926,4429.734329541479,4429.911522458519,False
1122,4430.996494,4430.90787407012,4431.085113929879,True
1123,4432.252182,4432.16353695636,4432.340827043639,True
1124,4432.962762,4432.87410274476,4433.05142125524,True
1125,4433.491016,4433.40234617968,4433.579685820319,False
1126,4433.838218,4433.74954123564,4433.9268947643595,True
1127,4435.678467,4435.58975343066,4435.767180569339,False
1128,4436.283559,4436.19483332882,4436.37228467118,False
1129,4437.444892,4437.356143102161,4437.53364089784,False
1130,4439.123394,4439.03461153212,4439.2121764678795,True
1131,4439.461496,4439.37270677008,4439.55028522992,True
1132,4440.573767,4440.48495552466,4440.66257847534,True
1133,4440.866037,4440.777219679259,4440.954854320739,True
1134,4447.229655,4447.1407104069,4447.3185995931,False
1135,4448.879769,4448.79079140462,4448.968746595379,True
1136,4449.52016,4449.4311695968,4449.609150403199,True
1137,4451.050772,4450.961750984559,4451.139793015439,False
1138,4451.740841,4451.651806183179,4451.829875816819,False
1139,4452.565919,4452.476867681619,4452.654970318379,True
1140,4454.139273,4454.05019021454,4454.228355785459,False
1141,4454.515415,4454.4263246917,4454.6045053083,False
1142,4457.236156,4457.14701127688,4457.32530072312,True
1143,4458.001577,4457.91241696846,4458.09073703154,True
1144,4460.557349,4460.4681378530195,4460.646560146979,True
1145,4461.241078,4461.1518531784395,4461.33030282156,False
1146,4461.527666,4461.43843544668,4461.61689655332,False
1147,4463.666343,4463.57706967314,4463.755616326859,False
1148,4464.136229,4464.04694627542,4464.2255117245795,False
1149,4465.340307,4465.25100019386,4465.42961380614,True
1150,4468.320958,4468.23159158084,4468.41032441916,False
1151,4469.189256,4469.09987221488,4469.27863978512,False
1152,4469.525401,4469.43601049198,4469.614791508019,True
1153,4470.990465,4470.9010451907,4471.079884809299,True
1154,4475.221486,4475.13198157028,4475.31099042972,True
1155,4475.765046,4475.67553069908,4475.85456130092,False
1156,4477.213582,4477.12403772836,4477.3031262716395,False
1157,4478.595578,4478.506006088441,4478.68514991156,False
1158,4480.267877,4480.1782716424605,4480.35748235754,False
1159,4480.824881,4480.735264502379,4480.914497497619,True
1160,4482.169703,4482.08005960594,4482.259346394059,False
1161,4483.347289,4483.2576220542205,4483.43695594578,True
1162,4484.289926,4484.2002402014805,4484.37961179852,True
1163,4486.417672,4486.327943646559,4486.507400353439,False
1164,4486.897614,4486.80787604772,4486.98735195228,True
1165,4487.495789,4487.40603908422,4487.58553891578,True
1166,4488.311951,4488.22218476098,4488.4017172390195,False
1167,4488.679208,4488.58943441584,4488.7689815841595,True
1168,4489.664858,4489.57506470284,4489.754651297159,True
1169,4490.672955,4490.5831415409,4490.7627684591,False
1170,4490.982155,4490.8923353569,4491.0719746431,True
1171,4494.690823,4494.60092918354,4494.780716816459,False
1172,4495.236832,4495.146927263359,4495.326736736639,False
1173,4498.539067,4498.449096218659,4498.629037781339,True
1174,4499.703284,4499.61328993432,4499.79327806568,False
1175,4499.983224,4499.893224335519,4500.073223664479,True
1176,4502.380762,4502.29071438476,4502.470809615239,False
1177,4502.927116,4502.83705745768,4503.0171745423195,True
1178,4504.630538,4504.540445389241,4504.72063061076,False
1179,4505.216342,4505.126237673159,4505.306446326839,True
1180,4507.831277,4507.7411203744605,4507.92143362554,False
1181,4513.222627,4513.13236254746,4513.31289145254,True
1182,4513.67994,4513.5896664012,4513.770213598799,True
1183,4515.118228,4515.027925635441,4515.20853036456,True
1184,4515.6275,4515.53718745,4515.7178125499995,False
1185,4517.884565,4517.794207308701,4517.9749226913,False
1186,4519.259216,4519.16883081568,4519.34960118432,True
1187,4524.12867,4524.0381874266,4524.2191525734,False
1188,4524.838426,4524.74792923148,4524.928922768519,True
1189,4525.445679,4525.35517008642,4525.53618791358,False
1190,4526.027843,4525.93732244314,4526.11836355686,False
1191,4526.918393,4526.82785463214,4527.008931367859,False
1192,4527.177005,4527.0864614598995,4527.267548540099,False
1193,4527.443463,4527.35291413074,4527.534011869259,False
1194,4528.021494,4527.930933570119,4528.112054429879,True
1195,4528.41004,4528.3194717992,4528.500608200799,False
1196,4530.319024,4530.22841761952,4530.40963038048,True
1197,4530.55233,4530.4617189534,4530.6429410466,True
1198,4532.257632,4532.16698684736,4532.34827715264,False
1199,4534.119077,4534.02839461846,4534.20975938154,False
1200,4534.402726,4534.31203794548,4534.49341405452,False
1201,4535.254374,4535.16366891252,4535.3450790874795,True
1202,4535.979533,4535.8888134093395,4536.070252590659,False
1203,4537.64225,4537.551497155,4537.733002845,False
1204,4539.724837,4539.6340425032595,4539.815631496739,False
1205,4540.998918,4540.90809802164,4541.08973797836,True
1206,4544.513519,4544.42262872962,4544.60440927038,False
1207,4547.759159,4547.66820381682,4547.850114183179,True
1208,4548.979758,4548.88877840484,4549.07073759516,False
1209,4549.834344,4549.74334731312,4549.925340686879,False
1210,4550.184138,4550.09313431724,4550.27514168276,False
1211,4556.387047,4556.29591925906,4556.47817474094,False
1212,4558.345945,4558.2547780811,4558.4371119189,True
1213,4559.058632,4558.96745082736,4559.149813172639,False
1214,4559.31201,4559.2208237598,4559.4031962402,False
1215,4560.39423,4560.3030221153995,4560.485437884599,False
1216,4561.012595,4560.9213747481,4561.1038152518995,False
1217,4562.080492,4561.98925039016,4562.17173360984,False
1218,4562.474396,4562.383146512079,4562.565645487919,False
1219,4564.179718,4564.08843440564,4564.27100159436,False
1220,4564.405822,4564.314533883559,4564.497110116439,True
1221,4564.835313,4564.744016293739,4564.926609706259,True
1222,4567.239946,4567.148601201079,4567.331290798919,True
1223,4568.142371,4568.05100815258,4568.23373384742,False
1224,4568.523251,4568.431880534979,4568.614621465019,False
1225,4570.091886,4570.00048416228,4570.18328783772,False
1226,4570.972161,4570.88074155678,4571.0635804432195,True
1227,4571.218853,4571.12742862294,4571.31027737706,False
1228,4571.53162,4571.4401893675995,4571.623050632399,False
1229,4571.957776,4571.86633684448,4572.04921515552,False
1230,4572.892195,4572.800737156101,4572.9836528439,False
1231,4574.027011,4573.93553045978,4574.11849154022,False
1232,4574.305291,4574.21380489418,4574.39677710582,False
1233,4577.581732,4577.490180365359,4577.673283634639,False
1234,4579.827278,4579.73568145444,4579.918874545559,True
1235,4583.654394,4583.56272091212,4583.74606708788,False
1236,4583.874476,4583.78279851048,4583.9661534895195,False
1237,4584.652635,4584.5609419473,4584.7443280526995,False
1238,4588.426418,4588.33464947164,4588.518186528359,True
1239,4592.66643,4592.5745766714,4592.7582833286,True
1240,4593.643959,4593.55208612082,4593.735831879179,False
1241,4598.436758,4598.34478926484,4598.52872673516,True
1242,4598.762949,4598.67097374102,4598.85492425898,True
1243,4599.704748,4599.61275390504,4599.79674209496,True
1244,4602.419761,4602.32771260478,4602.51180939522,False
1245,4602.8864,4602.794342272,4602.978457728,True
1246,4603.143767,4603.051704124659,4603.235829875339,True
1247,4604.652617,4604.56052394766,4604.7447100523395,False
1248,4605.82365,4605.7315335270005,4605.915766473,False
1249,4607.377126,4607.28497845748,4607.46927354252,False
1250,4608.619441,4608.527268611179,4608.711613388819,False
1251,4611.244453,4611.15222811094,4611.3366778890595,True
1252,4612.543928,4612.45167712144,4612.63617887856,True
1253,4613.60401,4613.5117379198,4613.6962820802,True
1254,4615.024319,4614.93201851362,4615.11661948638,True
1255,4615.334111,4615.24180431778,4615.42641768222,True
1256,4615.883896,4615.791578322081,4615.97621367792,False
1257,4616.452497,4616.36016795006,4616.54482604994,False
1258,4617.297456,4617.20511005088,4617.38980194912,False
1259,4617.906619,4617.81426086762,4617.99897713238,False
1260,4620.242532,4620.15012714936,4620.33493685064,True
1261,4620.448195,4620.3557860361,4620.540603963899,False
1262,4622.121289,4622.02884657422,4622.213731425779,False
1263,4624.314351,4624.22186471298,4624.40683728702,True
1264,4625.275057,4625.1825514988595,4625.367562501139,False
1265,4625.494718,4625.40220810564,4625.58722789436,True
1266,4627.298084,4627.20553803832,4627.390629961679,True
1267,4628.201884,4628.10931996232,4628.29444803768,True
1268,4628.441048,4628.34847917904,4628.53361682096,True
1269,4638.125558,4638.03279548884,4638.21832051116,True
1270,4638.684582,4638.59180830836,4638.777355691639,True
1271,4643.864399,4643.77152171202,4643.95727628798,False
1272,4644.707008,4644.6141138598405,4644.79990214016,False
1273,4647.250193,4647.15724799614,4647.343138003859,True
1274,4649.977396,4649.88439645208,4650.070395547919,False
1275,4650.234614,4650.14160930772,4650.327618692279,True
1276,4651.989384,4651.89634421232,4652.08242378768,True
1277,4655.212846,4655.11974174308,4655.30595025692,False
1278,4656.182882,4656.08975834236,4656.27600565764,False
1279,4659.570368,4659.47717659264,4659.66355940736,True
1280,4661.961002,4661.86776277996,4662.054241220039,False
1281,4662.594029,4662.50077711942,4662.687280880579,False
1282,4663.202971,4663.10970694058,4663.296235059419,True
1283,4664.97079,4664.8774905842,4665.0640894158,False
1284,4666.516185,4666.422854676301,4666.6095153237,True
1285,4666.798835,4666.705499023299,4666.892170976699,True
1286,4667.921237,4667.827878575259,4668.014595424739,False
1287,4668.171424,4668.07806057152,4668.264787428479,True
1288,4669.984249,4669.89084931502,4670.07764868498,True
1289,4675.375803,4675.282295483939,4675.4693105160595,True
1290,4681.496464,4681.40283407072,4681.59009392928,True
1291,4682.730405,4682.6367503919,4682.8240596081,False
1292,4683.351536,4683.25786896928,4683.445203030719,True
1293,4686.1947,4686.1009761059995,4686.288423894,True
1294,4686.572008,4686.47827655984,4686.66573944016,False
1295,4690.334215,4690.2404083157,4690.428021684299,False
1296,4690.622309,4690.52849655382,4690.71612144618,True
1297,4691.884915,4691.791077301699,4691.978752698299,False
1298,4694.091583,4693.99770116834,4694.18546483166,True
1299,4695.454438,4695.360528911239,4695.548347088759,True
1300,4697.595571,4697.50161908858,4697.68952291142,False
1301,4700.771172,4700.677156576559,4700.865187423439,True
1302,4707.045329,4706.95118809342,4707.1394699065795,False
1303,4707.585286,4707.4911342942805,4707.67943770572,False
1304,4708.29364,4708.1994741272,4708.3878058728,True
1305,4712.840378,4712.74612119244,4712.93463480756,True
1306,4714.671789,4714.57749556422,4714.76608243578,False
1307,4717.389871,4717.295523202581,4717.48421879742,False
1308,4719.441906,4719.34751716188,4719.53629483812,False
1309,4719.692712,4719.59831814576,4719.78710585424,True
1310,4720.457623,4720.3632138475405,4720.55203215246,True
1311,4720.780633,4720.686217387341,4720.87504861266,True
1312,4721.276176,4721.18175047648,4721.37060152352,True
1313,4721.590308,4721.49587619384,4721.684739806159,True
1314,4722.088747,4721.99430522506,4722.1831887749395,True
1315,4723.784408,4723.6899323118405,4723.87888368816,False
1316,4728.13379,4728.0392273242,4728.228352675799,False
1317,4729.128367,4729.0337844326605,4729.22294956734,True
1318,4729.879829,4729.785231403421,4729.97442659658,False
1319,4730.09216,4729.9975581568,4730.1867618432,False
1320,4730.88117,4730.7865523765995,4730.975787623399,False
1321,4731.195632,4731.10100808736,4731.29025591264,False
1322,4732.054032,4731.95939091936,4732.148673080639,True
