2.456142330832459964e+06 4.338450781723501848e-02
2.456142336492060218e+06 7.403863293104251397e-02
2.456142343274329789e+06 1.005191500359110535e-01
2.456142346931669861e+06 1.093147616019845003e-01
2.456142347741839942e+06 1.154460705355475625e-01
2.456142348551999778e+06 8.162387997395903483e-02
2.456142349373749923e+06 5.813638759947181711e-02
2.456142350195489824e+06 8.338265571630998352e-02
2.456142351040380076e+06 9.162238148397072734e-02
2.456142351850550156e+06 8.695500183241300363e-02
2.456142352683870122e+06 1.214797109113963103e-01
2.456142353505610023e+06 1.059585430842204801e-01
2.456142354327349924e+06 1.026293563218363403e-01
2.456142371120989788e+06 7.682476452608000272e-02
2.456142371826999821e+06 1.132053848809935204e-01
2.456142372533000074e+06 7.808709322422124899e-02
2.456142373204280157e+06 4.947899027794200322e-02
2.456142373898710124e+06 1.132685670636632835e-01
2.456142374581569806e+06 7.456305852025302272e-02
2.456142375275999773e+06 3.556257011159225101e-02
2.456142375970430207e+06 1.051973194846169690e-01
2.456142376653289888e+06 7.161403532301591213e-02
2.456142377382440027e+06 4.902141528718040320e-02
2.456142378053720109e+06 6.640752539140315491e-02
2.456142378759730142e+06 6.740815680105782803e-02
2.456142379454160109e+06 9.366913605854776392e-02
2.456142380137010012e+06 4.872699854808892894e-02
2.456142380831439979e+06 7.882912811749243076e-02
2.456142381537450012e+06 7.853756351541107961e-02
2.456142382220310159e+06 8.857150468421437495e-02
2.456142382903160062e+06 8.042537862359999679e-02
2.456142383574440144e+06 7.317686265356471154e-02
2.456142384280450176e+06 7.452496242620298972e-02
2.456142384986449964e+06 1.317635988696324034e-01
2.456142385680879932e+06 8.047938755927219745e-02
2.456142386386889964e+06 2.866518748394852878e-02
2.456142387058170047e+06 5.063290412475751623e-02
2.456142387775749899e+06 7.404767018255142830e-02
2.456142388458599802e+06 8.698733724743945572e-02
2.456142389187760185e+06 6.645897199818406875e-02
2.456142389893759973e+06 5.586441130278529954e-02
2.456142390588189941e+06 5.031971778283406138e-02
2.456142391294199973e+06 7.552344384915343767e-02
2.456142391988629941e+06 9.461010401899194733e-02
2.456142392694630194e+06 5.991479507950892014e-02
2.456142393400629982e+06 7.117472503829347374e-02
2.456142394083490130e+06 7.319776943618805376e-02
2.456142394812639803e+06 1.331860596725853441e-02
2.456142395507069770e+06 4.370224995333771290e-02
2.456142396201500203e+06 1.209975857547345157e-01
2.456142396930649877e+06 6.974801184087198180e-02
2.456142397613510024e+06 3.066222641035665220e-02
2.456142398354240227e+06 6.618157960988213517e-02
2.456142399025519844e+06 3.240330033493243889e-02
2.456142399731520098e+06 6.423446988783787504e-02
2.456142400437530130e+06 5.455437271903917917e-02
2.456142401143529918e+06 6.181630619001587945e-02
2.456142401849539950e+06 8.323271426096745529e-02
2.456142402543969918e+06 5.171883473528637865e-02
2.456142403249970172e+06 6.343880567964177430e-02
2.456142403932829853e+06 5.914031901526328738e-02
2.456142404638830107e+06 9.568806084235603748e-03
2.456142405333260074e+06 3.863187012909108375e-02
2.456142406085560098e+06 7.037419814941436869e-02
2.456142406756849959e+06 7.714764277095653711e-02
2.456142407462850213e+06 6.527047562198795561e-02
2.456142409511419944e+06 2.754345540607516796e-02
2.456142410090109799e+06 7.582189426435448354e-02
2.456142410668800119e+06 6.923684324009293789e-02
2.456142411247489974e+06 1.196017222009899683e-01
2.456142411849330179e+06 7.860696244350151574e-02
2.456142412428029813e+06 9.460841106806050504e-02
2.456142413018289953e+06 6.325952258873890344e-02
2.456142413596979808e+06 9.382789070862251890e-02
2.456142414175679907e+06 1.199798915360208440e-01
2.456142414777520113e+06 2.725378014927493098e-02
2.456142415934899822e+06 2.763581597750786045e-02
2.456142416525170207e+06 6.827844407673389071e-02
2.456142417103860062e+06 6.694162803016823204e-02
2.456142417694120202e+06 7.910296565523822210e-02
2.456142418272819836e+06 6.568708354530450322e-02
2.456142418851510156e+06 5.516065326663799340e-02
2.456142419418630190e+06 3.705057472418538111e-02
2.456142420008889865e+06 6.192731951710683802e-02
2.456142420599159785e+06 3.545231771575707569e-02
2.456142421177850105e+06 6.267226385945434686e-02
2.456142421744970139e+06 3.281300391450514553e-02
2.456142422323659994e+06 9.620118012457190559e-02
2.456142422902349848e+06 3.492184159667210963e-02
2.456142423481040169e+06 7.655464777752385430e-02
2.456142424106029794e+06 4.750286925728275378e-02
2.456142424696300179e+06 2.706824576596744691e-02
2.456142425263409968e+06 4.968734128983776088e-02
2.456142425865250174e+06 6.946343584695924278e-02
2.456142426443949807e+06 1.189393057754095651e-02
2.456142427011060063e+06 8.258082650827169857e-02
2.456142427589760162e+06 9.201976604903450152e-02
2.456142428168450017e+06 3.211483307407192456e-02
2.456142428758710157e+06 2.112155710987018153e-02
2.456142429337409791e+06 5.015163143226253339e-02
2.456142429927669931e+06 6.065257376375399190e-02
2.456142430506359786e+06 7.975065884485132983e-02
2.456142431096630171e+06 8.517262553496429689e-02
2.456142431675320026e+06 3.348042232838643883e-02
2.456142432265589945e+06 1.556217596004216830e-02
2.456142432832700200e+06 4.728048532876272247e-02
2.456142433411399834e+06 9.544821129904335066e-02
2.456142434152119793e+06 3.753071105274408126e-02
2.456142434742390178e+06 4.066691018654466916e-02
2.456142435332649853e+06 6.793588252268456529e-02
2.456142435899769887e+06 4.791222854587573465e-02
2.456142436490039807e+06 5.250056421393978212e-02
2.456142437068730127e+06 7.601993258090722350e-02
2.456142437670569867e+06 7.991088128571455229e-02
2.456142438237689901e+06 9.037212038670006109e-02
2.456142438816380221e+06 1.031792257513988176e-01
2.456142439395070076e+06 6.534974730860199088e-02
2.456142439973759931e+06 6.372761930579251555e-02
2.456142440587180201e+06 9.735508218067145947e-02
2.456142441142720170e+06 1.198730961293144048e-01
2.456142441732990090e+06 7.624312664459864664e-02
2.456142442311679944e+06 1.084547175273815611e-01
2.456142442890369799e+06 6.476568361923185080e-02
2.456142443480640184e+06 8.753902318708739472e-02
2.456142444047760218e+06 6.121456130445324106e-02
2.456142445135700051e+06 8.999674236524413118e-02
2.456142445737539791e+06 7.293469732500135194e-02
2.456142446374100167e+06 9.295736803638021684e-02
2.456142446975939907e+06 9.573527597382458509e-02
2.456142447566200048e+06 5.700312730927592497e-02
2.456142448156469967e+06 7.748313652393612472e-02
2.456142448735159822e+06 4.392372566510083232e-02
2.456142449348569848e+06 7.206581453390370484e-02
2.456142449950410053e+06 7.808734650301474289e-02
2.456142450529110152e+06 1.019519360932541474e-01
2.456142451096219942e+06 1.034915576690984551e-01
2.456142451674920041e+06 2.139022610485064035e-02
2.456142452288330067e+06 7.099814470547549661e-02
